date,department,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2/3/2015,sweing,12,0.8,15.26,1029.0,2040,50,0.0,0,0,35.0,0.800259023
2/22/2015,finishing,11,0.6,2.9,,2880,0,0.0,0,0,12.0,0.805555556
1/7/2015,sweing,1,0.8,26.16,1179.0,10620,75,0.0,0,0,59.0,0.850502311
1/19/2015,sweing,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602
1/20/2015,finishing ,11,0.7,4.15,,2700,0,0.0,0,0,15.0,0.362666667
1/21/2015,finishing ,9,0.8,3.94,,2400,0,0.0,0,0,8.0,0.827147436
1/14/2015,sweing,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563
2/9/2015,finishing,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.697708333
1/22/2015,finishing ,3,0.7,3.94,,12000,0,0.0,0,0,20.0,0.460578704
1/26/2015,sweing,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850312684
2/10/2015,sweing,11,0.8,10.05,13.0,3240,34,0.0,0,0,54.0,0.750648148
1/12/2015,finishing ,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.24625
1/20/2015,sweing,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.800261486
1/4/2015,sweing,10,0.7,28.08,1202.0,6900,40,0.0,0,0,57.5,0.699965217
1/11/2015,sweing,12,0.8,11.61,896.0,5670,50,0.0,0,0,31.5,0.800246753
1/4/2015,finishing ,10,0.7,3.94,,4320,0,0.0,0,0,18.0,0.759228395
3/11/2015,sweing,3,0.8,30.1,735.0,6960,63,0.0,0,1,58.0,0.800071839
3/8/2015,sweing,4,0.75,26.82,1082.0,6840,65,0.0,0,0,57.0,0.850084211
1/20/2015,sweing,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388
1/13/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.681060606
1/10/2015,finishing ,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939
2/28/2015,finishing,6,0.75,2.9,,3360,0,0.0,0,0,8.0,0.271875
3/2/2015,sweing,12,0.8,15.26,1035.0,4080,63,0.0,0,0,34.0,0.800401961
1/13/2015,sweing,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584
1/31/2015,finishing ,1,0.75,3.94,,1800,0,0.0,0,0,15.0,0.971866667
3/7/2015,sweing,4,0.7,26.82,1195.0,6960,60,0.0,0,0,58.0,0.800746552
3/1/2015,sweing,1,0.6,26.66,1578.0,6840,38,0.0,0,0,57.0,0.700019883
2/26/2015,sweing,2,0.7,30.33,398.0,6960,0,0.0,0,1,58.0,0.66237931
1/14/2015,sweing,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464
1/22/2015,sweing,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132
1/31/2015,finishing ,9,0.75,3.94,,240,0,0.0,0,0,2.0,0.971866667
1/11/2015,finishing ,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.668087121
1/4/2015,sweing,6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,0.879714482
1/27/2015,sweing,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828125
3/11/2015,finishing,3,0.8,4.6,,1920,0,0.0,0,0,8.0,0.786631944
1/8/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.735984848
2/16/2015,finishing,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.891555556
3/4/2015,sweing,10,0.7,21.82,1334.0,5760,30,0.0,0,0,53.0,0.700058333
2/12/2015,sweing,9,0.8,29.12,14.0,6960,0,0.0,0,0,58.0,0.497885057
3/5/2015,sweing,3,0.8,29.4,797.0,1800,63,0.0,0,0,57.0,0.800534979
2/8/2015,sweing,12,0.8,15.26,1026.0,2880,63,0.0,0,0,34.0,0.800355208
2/25/2015,finishing,6,0.75,2.9,,960,0,0.0,0,0,8.0,0.410833333
1/19/2015,sweing,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388
1/29/2015,sweing,12,0.75,15.26,1436.0,4200,45,0.0,0,0,35.0,0.750646667
2/18/2015,sweing,6,0.75,18.79,759.0,3960,34,0.0,0,0,33.0,0.75065101
2/2/2015,sweing,8,0.65,24.26,1435.0,6600,0,0.0,0,0,55.0,0.260978788
2/14/2015,sweing,3,0.5,30.1,1261.0,6960,30,0.0,0,1,58.0,0.500801724
2/7/2015,sweing,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57.0,0.950185965
2/16/2015,sweing,10,0.6,18.22,1131.0,5280,0,0.0,0,1,44.0,0.35542803
3/5/2015,sweing,7,0.8,30.1,834.0,1200,0,4.0,40,0,59.0,0.366053523
2/22/2015,finishing,2,0.8,5.13,,4800,0,0.0,0,0,20.0,0.8300625
3/4/2015,finishing,7,0.8,4.6,,8400,0,0.0,0,0,20.0,0.684888889
3/3/2015,finishing,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.463194444
3/5/2015,finishing,1,0.7,3.94,,960,0,0.0,0,0,8.0,0.812625
2/7/2015,finishing,6,0.75,2.9,,960,0,0.0,0,0,8.0,0.845833333
3/4/2015,finishing,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.885925926
1/17/2015,sweing,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.800343766
2/7/2015,sweing,9,0.8,29.12,829.0,6960,50,0.0,0,0,58.0,0.799963218
1/25/2015,finishing ,2,0.75,3.94,,1440,0,0.0,0,0,8.0,0.970075758
3/1/2015,finishing,1,0.6,3.94,,3360,0,0.0,0,0,8.0,0.448722222
2/7/2015,finishing,1,0.8,3.94,,1200,0,0.0,0,0,10.0,0.870083333
2/11/2015,finishing,8,0.35,4.15,,1440,0,0.0,0,0,12.0,0.994375
1/7/2015,sweing,2,0.8,28.08,776.0,10350,63,0.0,0,0,57.5,0.800594466
2/15/2015,sweing,9,0.5,18.79,1688.0,5280,0,0.0,0,1,54.0,0.283054487
1/17/2015,sweing,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398
2/14/2015,sweing,11,0.6,11.41,1039.0,2280,23,0.0,0,2,55.0,0.600447507
3/5/2015,sweing,1,0.7,26.82,1373.0,6960,50,0.0,0,0,58.0,0.750651724
1/15/2015,finishing ,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.689299242
2/9/2015,sweing,7,0.35,30.1,842.0,6960,0,0.0,0,1,58.0,0.350301724
1/18/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.639867424
2/8/2015,finishing,6,0.75,2.9,,960,0,0.0,0,0,8.0,0.610208333
1/17/2015,sweing,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753
1/8/2015,finishing ,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.891723485
1/24/2015,finishing ,8,0.8,2.9,,1620,0,0.0,0,0,9.0,0.910521886
1/19/2015,sweing,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049
2/23/2015,finishing,7,0.7,5.13,,960,0,0.0,0,0,8.0,0.356458333
2/22/2015,finishing,9,0.8,3.94,,2400,0,0.0,0,0,10.0,0.753525
2/26/2015,finishing,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.410833333
1/4/2015,finishing ,3,0.75,4.15,,1560,0,0.0,0,0,8.0,0.991388889
1/18/2015,sweing,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005417
1/22/2015,sweing,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.849983766
2/17/2015,finishing,10,0.8,3.94,,960,0,0.0,0,0,8.0,0.927541667
1/28/2015,finishing ,7,0.6,3.94,,960,0,0.0,0,0,8.0,0.406354167
1/15/2015,sweing,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293
1/1/2015,sweing,2,0.75,19.87,733.0,6000,34,0.0,0,0,55.0,0.753097531
2/17/2015,sweing,8,0.6,29.4,179.0,0,23,5.0,30,2,58.0,0.600982906
2/11/2015,sweing,8,0.6,30.1,1069.0,4560,30,0.0,0,1,58.0,0.714410494
2/7/2015,sweing,5,0.7,30.1,687.0,7500,0,0.0,0,0,59.0,0.545657673
3/2/2015,finishing,2,0.7,3.9,,1200,0,0.0,0,0,10.0,0.92885
1/24/2015,sweing,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.900321106
1/24/2015,sweing,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951
2/26/2015,finishing,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.5565625
2/12/2015,sweing,5,0.75,30.1,610.0,7080,56,0.0,0,0,59.0,0.750799435
2/23/2015,sweing,8,0.7,29.4,1094.0,6840,40,0.0,0,2,57.0,0.700614035
1/29/2015,finishing ,8,0.65,4.15,,960,0,0.0,0,0,8.0,0.877552083
1/31/2015,sweing,10,0.8,22.52,1116.0,6720,93,0.0,0,0,56.0,0.920236905
2/26/2015,sweing,12,0.8,15.26,1065.0,4080,63,0.0,0,0,34.0,0.800401961
2/11/2015,sweing,9,0.8,29.12,609.0,3240,50,0.0,0,0,58.0,0.800144144
2/18/2015,sweing,10,0.7,19.68,1119.0,5640,0,8.0,35,1,47.0,0.303574468
2/26/2015,finishing,6,0.75,2.9,,3360,0,0.0,0,0,8.0,0.271875
1/28/2015,finishing ,8,0.65,4.15,,960,0,0.0,0,0,8.0,0.553333333
1/5/2015,sweing,3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303
2/17/2015,sweing,3,0.7,30.1,1422.0,6960,50,0.0,0,1,58.0,0.700603448
1/20/2015,sweing,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359
3/11/2015,finishing,2,0.75,3.9,,1920,0,0.0,0,0,8.0,0.819270833
1/4/2015,sweing,1,0.8,26.16,1033.0,7080,63,0.0,0,0,59.0,0.800318644
1/14/2015,sweing,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.800117103
3/7/2015,finishing,5,0.35,3.94,,2400,0,0.0,0,0,10.0,0.80575
1/3/2015,finishing ,11,0.75,2.9,,5640,0,0.0,0,0,17.0,0.987880435
2/2/2015,sweing,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56.5,0.800393224
2/24/2015,finishing,10,0.7,2.9,,1800,0,0.0,0,0,15.0,0.902222222
1/8/2015,finishing ,5,0.7,4.15,,3840,0,0.0,0,0,8.0,0.821354167
1/31/2015,sweing,12,0.75,15.26,1209.0,4200,45,0.0,0,0,35.0,0.750646667
2/2/2015,finishing ,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.809236111
2/7/2015,finishing,4,0.8,4.3,,960,0,0.0,0,0,8.0,0.447916667
2/10/2015,sweing,3,0.8,22.52,813.0,0,88,0.0,0,0,57.0,0.90047076
3/2/2015,finishing,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.773333333
1/28/2015,finishing ,2,0.8,3.94,,1800,0,0.0,0,0,15.0,0.902222222
1/3/2015,finishing ,2,0.8,4.15,,960,0,0.0,0,0,8.0,0.782447917
2/23/2015,finishing,8,0.7,5.13,,960,0,0.0,0,0,8.0,0.930416667
1/22/2015,finishing ,4,0.75,4.3,,9000,0,0.0,0,0,15.0,0.670216049
1/3/2015,sweing,3,0.8,28.08,913.0,6540,50,0.0,0,0,54.5,0.800322936
1/4/2015,sweing,8,0.8,25.9,1039.0,6780,45,0.0,0,0,56.5,0.850345133
3/1/2015,finishing,7,0.8,4.6,,3360,0,0.0,0,0,8.0,0.350416667
1/11/2015,finishing ,9,0.8,3.94,,1440,0,0.0,0,0,8.0,0.858143939
1/3/2015,sweing,5,0.8,11.61,659.0,7080,50,0.0,0,0,31.5,0.800148649
2/2/2015,finishing ,12,0.75,4.08,,1080,0,0.0,0,0,9.0,0.740444444
1/10/2015,sweing,7,0.8,25.9,970.0,10170,60,0.0,0,0,56.5,0.850136766
2/11/2015,sweing,7,0.6,30.1,829.0,3360,23,0.0,0,1,58.0,0.600070513
2/18/2015,finishing,6,0.8,2.9,,1440,0,0.0,0,0,12.0,0.936861111
3/1/2015,finishing,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.813611111
1/10/2015,sweing,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800343766
1/14/2015,sweing,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311
1/29/2015,sweing,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800473729
1/10/2015,sweing,4,0.8,28.08,660.0,10440,63,0.0,0,0,58.0,0.801028213
1/31/2015,finishing ,11,0.65,3.94,,600,0,0.0,0,0,5.0,0.971866667
1/29/2015,sweing,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57.5,0.9008
1/25/2015,sweing,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524
2/25/2015,sweing,2,0.7,30.33,361.0,3960,30,0.0,0,1,58.0,0.700069811
3/5/2015,sweing,4,0.7,26.82,1117.0,7080,50,0.0,0,0,59.0,0.750050847
1/19/2015,sweing,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393
2/26/2015,finishing,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.376597222
1/21/2015,finishing ,8,0.8,2.9,,2400,0,0.0,0,0,8.0,0.594871795
3/8/2015,finishing,1,0.75,3.94,,960,0,0.0,0,0,8.0,0.890604167
1/4/2015,sweing,11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,0.750348457
2/3/2015,finishing ,8,0.7,4.15,,960,0,0.0,0,0,8.0,0.976979167
2/9/2015,sweing,12,0.8,15.26,970.0,4080,63,0.0,0,0,34.0,0.800401961
3/11/2015,finishing,1,0.75,3.94,,1920,0,0.0,0,0,8.0,0.812625
2/25/2015,finishing,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.440375
2/14/2015,sweing,1,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409
1/3/2015,sweing,1,0.8,28.08,772.0,6300,50,0.0,0,0,56.5,0.800725314
1/17/2015,finishing ,11,0.8,4.15,,1260,0,0.0,0,0,7.0,0.313852814
2/1/2015,sweing,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54.0,0.700508929
2/2/2015,finishing ,1,0.75,3.94,,2280,0,0.0,0,0,19.0,0.504596491
1/1/2015,finishing,11,0.7,4.15,,1440,0,0.0,0,0,12.0,0.436326389
2/28/2015,finishing,5,0.8,4.6,,7560,0,0.0,0,0,18.0,0.921604938
1/14/2015,sweing,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334
1/13/2015,finishing ,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.821354167
2/4/2015,sweing,2,0.8,22.52,1263.0,6900,100,0.0,0,0,57.5,1.05028058
2/19/2015,sweing,12,0.8,15.26,1126.0,1080,38,0.0,0,0,34.0,0.800711494
1/25/2015,finishing ,3,0.75,3.94,,1620,0,0.0,0,0,9.0,0.961784512
2/17/2015,sweing,10,0.65,18.22,741.0,0,0,8.0,35,1,49.0,0.302117347
3/8/2015,sweing,3,0.8,30.1,1278.0,3360,50,0.0,0,1,57.0,0.800511068
1/13/2015,sweing,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502311
2/24/2015,sweing,8,0.7,29.4,1079.0,4560,40,0.0,0,2,58.0,0.700518519
1/25/2015,sweing,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.800909609
1/13/2015,finishing ,10,0.8,3.94,,5400,0,0.0,0,0,20.0,0.912766667
1/18/2015,sweing,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.700094156
2/22/2015,sweing,9,0.7,18.79,1717.0,3240,30,0.0,0,1,57.0,0.627011183
1/11/2015,finishing ,4,0.8,3.94,,3600,0,0.0,0,0,20.0,0.925643939
1/26/2015,finishing ,1,0.7,3.94,,1800,0,0.0,0,0,10.0,0.910378788
2/19/2015,finishing,4,0.75,5.13,,1920,0,0.0,0,0,8.0,0.684027778
2/10/2015,finishing,8,0.35,4.15,,960,0,0.0,0,0,8.0,0.703770833
1/17/2015,sweing,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721
1/5/2015,finishing ,9,0.8,2.9,,1920,0,0.0,0,0,8.0,0.820833333
1/26/2015,finishing ,7,0.65,3.94,,1440,0,0.0,0,0,8.0,0.646306818
3/10/2015,finishing,9,0.75,2.9,,1800,0,0.0,0,0,15.0,0.821666667
1/5/2015,sweing,11,0.8,19.31,678.0,4800,50,0.0,0,0,55.0,0.800250962
2/19/2015,sweing,11,0.7,11.41,653.0,3480,30,0.0,0,2,58.0,0.700540441
1/24/2015,finishing ,2,0.75,3.94,,1440,0,0.0,0,0,8.0,0.578314394
1/5/2015,sweing,5,0.6,21.98,666.0,6960,23,0.0,0,0,58.0,0.600028736
1/10/2015,finishing ,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.817424242
3/9/2015,sweing,6,0.65,23.41,1262.0,4560,35,0.0,0,1,38.0,0.650962281
1/1/2015,finishing ,4,0.75,3.94,,2160,0,0.0,0,0,18.0,0.593055556
3/2/2015,sweing,7,0.8,30.1,616.0,7080,0,0.0,0,0,59.0,0.800115819
1/31/2015,sweing,1,0.75,22.94,1502.0,6960,81,0.0,0,0,58.0,0.850362069
2/16/2015,sweing,7,0.7,30.1,784.0,600,30,0.0,0,1,59.0,0.700459889
1/26/2015,sweing,9,0.7,29.12,1143.0,10440,40,0.0,0,0,58.0,0.70061442
2/28/2015,finishing,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.5565625
2/23/2015,sweing,11,0.75,11.41,826.0,2820,0,0.0,0,2,58.0,0.750293939
1/24/2015,sweing,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143
3/7/2015,finishing,8,0.8,4.6,,3600,0,0.0,0,0,15.0,0.590740741
1/28/2015,finishing ,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.722638889
3/4/2015,sweing,2,0.5,15.28,261.0,5520,0,0.0,0,1,46.0,0.404144928
1/31/2015,sweing,8,0.5,23.54,1144.0,6480,0,0.0,0,0,54.0,0.286984568
2/10/2015,finishing,2,0.8,3.94,,2160,0,0.0,0,0,18.0,0.966759259
2/12/2015,finishing,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.656666667
1/21/2015,sweing,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771
2/5/2015,finishing,10,0.8,3.94,,960,0,0.0,0,0,8.0,0.771583333
1/27/2015,finishing ,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.940625
1/7/2015,finishing ,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.951420455
1/15/2015,sweing,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139
2/4/2015,finishing,7,0.7,3.94,,960,0,0.0,0,0,8.0,0.779791667
3/8/2015,finishing,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.945555556
3/1/2015,sweing,12,0.8,15.26,1106.0,4080,63,0.0,0,0,34.0,0.800401961
2/8/2015,finishing,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.891555556
1/14/2015,finishing ,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.891723485
1/25/2015,sweing,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672
2/25/2015,sweing,5,0.8,30.1,15.0,1200,49,0.0,0,1,59.0,0.598792339
1/12/2015,finishing ,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.809564394
3/10/2015,sweing,12,0.8,15.26,1069.0,4080,63,0.0,0,0,34.0,0.800401961
2/3/2015,sweing,7,0.7,24.26,1639.0,6720,0,0.0,0,0,56.0,0.541517857
2/5/2015,sweing,11,0.75,10.05,668.0,2520,34,0.0,0,0,26.0,0.7504
1/6/2015,sweing,7,0.8,25.9,1035.0,10170,38,0.0,0,0,56.5,0.800128721
1/27/2015,sweing,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263218
2/19/2015,sweing,1,0.8,22.52,265.0,3840,63,0.0,0,0,57.0,0.800470513
1/28/2015,sweing,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54.0,0.500567308
1/10/2015,finishing ,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.670075758
2/23/2015,finishing,12,0.8,5.13,,1080,0,0.0,0,0,9.0,0.9025
2/10/2015,finishing,4,0.7,4.15,,1800,0,0.0,0,0,15.0,0.796755556
2/10/2015,sweing,10,0.8,22.52,1268.0,0,88,0.0,0,0,56.0,0.90063244
1/1/2015,sweing,1,0.75,28.08,681.0,6900,45,0.0,0,0,57.5,0.750427826
2/4/2015,finishing,8,0.7,4.15,,3000,0,0.0,0,0,25.0,0.915766667
1/18/2015,finishing ,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.582045455
2/15/2015,finishing,11,0.6,2.9,,1200,0,0.0,0,0,10.0,0.715333333
1/21/2015,sweing,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828
1/8/2015,sweing,12,0.8,11.61,548.0,15120,63,0.0,0,0,31.5,0.800107143
1/15/2015,sweing,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069
1/22/2015,finishing ,2,0.7,3.94,,15000,0,0.0,0,0,25.0,0.649662222
2/2/2015,sweing,12,0.8,15.26,12261.0,3600,63,0.0,0,0,35.0,0.800401961
3/4/2015,finishing,5,0.7,4.6,,960,0,0.0,0,0,8.0,0.592083333
2/15/2015,sweing,5,0.8,30.1,679.0,7140,0,0.0,0,0,59.5,0.722568627
1/6/2015,sweing,1,0.8,26.16,1187.0,10620,75,0.0,0,0,59.0,0.850502311
1/6/2015,finishing ,10,0.75,3.94,,1440,0,0.0,0,0,8.0,0.809640152
2/14/2015,finishing,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.238041667
1/17/2015,finishing ,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.974621212
2/7/2015,sweing,4,0.6,30.1,486.0,6780,30,0.0,0,1,57.0,0.600224189
1/27/2015,finishing ,5,0.5,4.15,,1440,0,0.0,0,0,12.0,0.926388889
3/10/2015,sweing,2,0.7,16.1,957.0,5400,40,0.0,0,1,45.0,0.700051852
2/16/2015,sweing,11,0.7,11.41,680.0,2160,30,0.0,0,2,54.0,0.565972222
1/18/2015,finishing ,11,0.65,4.15,,2160,0,0.0,0,0,12.0,0.838383838
2/18/2015,finishing,10,0.8,3.94,,960,0,0.0,0,0,8.0,0.64025
1/12/2015,finishing ,6,0.8,2.9,,1440,0,0.0,0,0,8.0,0.817424242
1/24/2015,sweing,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806
1/20/2015,sweing,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.800117103
1/21/2015,sweing,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284
1/3/2015,finishing ,1,0.8,3.94,,960,0,0.0,0,0,8.0,0.902916667
1/20/2015,finishing ,9,0.8,3.94,,1800,0,0.0,0,0,10.0,0.72830303
2/9/2015,sweing,10,0.8,22.52,1127.0,120,88,0.0,0,0,56.0,0.9008
3/10/2015,sweing,3,0.8,30.1,756.0,6960,63,0.0,0,1,58.0,0.800071839
1/19/2015,finishing ,10,0.7,3.94,,1440,0,0.0,0,0,8.0,0.538399621
1/18/2015,sweing,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734
3/9/2015,finishing,4,0.75,3.94,,0,960,0.0,0,0,8.0,0.7953875
2/7/2015,sweing,10,0.8,22.52,1142.0,6720,88,0.0,0,0,56.0,0.900129762
1/21/2015,finishing ,2,0.7,3.94,,5100,0,0.0,0,0,17.0,0.912202112
2/12/2015,finishing,8,0.35,4.15,,1440,0,0.0,0,0,12.0,0.755486111
3/10/2015,finishing,8,0.65,3.9,,960,0,0.0,0,0,8.0,0.560625
1/14/2015,sweing,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811
2/8/2015,sweing,6,0.75,18.79,670.0,3960,34,0.0,0,0,33.0,0.75065101
1/19/2015,finishing ,4,0.7,4.3,,5040,0,0.0,0,0,28.0,0.977272727
3/10/2015,sweing,4,0.75,26.82,1104.0,5880,65,0.0,0,0,59.0,0.850084211
1/15/2015,finishing ,5,0.65,4.15,,1440,0,0.0,0,0,8.0,0.860653409
1/6/2015,sweing,6,0.8,11.61,910.0,4470,38,0.0,0,0,31.5,0.80007657
1/10/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.628882576
1/28/2015,sweing,7,0.6,23.54,958.0,6600,0,0.0,0,0,55.0,0.285333333
2/11/2015,finishing,1,0.8,3.94,,1440,0,0.0,0,0,12.0,0.618361111
1/15/2015,sweing,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767
1/6/2015,sweing,9,0.8,26.16,1305.0,10620,75,0.0,0,0,59.0,0.850502311
2/11/2015,sweing,1,0.8,22.52,1498.0,0,113,0.0,0,0,57.0,1.000065789
1/29/2015,sweing,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500117677
2/28/2015,finishing,1,0.5,3.94,,3360,0,0.0,0,0,8.0,0.768847222
1/19/2015,sweing,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445
2/25/2015,finishing,9,0.7,2.9,,960,0,0.0,0,0,8.0,0.410833333
1/25/2015,finishing ,12,0.7,4.08,,1620,0,0.0,0,0,9.0,0.618181818
3/9/2015,sweing,5,0.6,26.82,919.0,7080,23,0.0,0,1,59.0,0.600040678
3/9/2015,finishing,10,0.7,2.9,,0,960,0.0,0,0,8.0,0.477291667
1/28/2015,sweing,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.800489676
2/8/2015,sweing,1,0.8,22.52,1615.0,6780,88,0.0,0,0,56.5,0.900135693
2/23/2015,sweing,12,0.8,15.26,1060.0,4080,63,0.0,0,0,34.0,0.800401961
1/31/2015,finishing ,6,0.6,3.94,,1200,0,0.0,0,0,10.0,0.971866667
2/18/2015,sweing,2,0.6,30.33,868.0,6840,0,0.0,0,1,57.0,0.328131579
3/3/2015,sweing,7,0.8,30.1,29.0,7080,50,0.0,0,0,59.0,0.800115819
1/15/2015,finishing ,10,0.8,3.94,,3420,0,0.0,0,0,19.0,0.953110048
2/17/2015,sweing,4,0.75,30.1,849.0,7020,45,0.0,0,1,58.0,0.750356125
1/18/2015,sweing,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.800015009
2/28/2015,sweing,5,0.5,27.48,609.0,6840,30,0.0,0,1,57.0,0.550403509
2/10/2015,sweing,6,0.75,18.79,640.0,2400,0,0.0,0,0,34.0,0.750797009
2/15/2015,finishing,5,0.75,4.15,,240,0,0.0,0,0,2.0,0.760833333
3/9/2015,finishing,12,0.8,4.6,,0,1080,0.0,0,0,9.0,0.902962963
1/12/2015,finishing ,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.880530303
1/8/2015,sweing,10,0.75,28.08,1066.0,10530,69,0.0,0,0,58.5,0.8
2/3/2015,sweing,8,0.7,24.26,1363.0,6660,0,0.0,0,0,55.5,0.586465465
1/7/2015,finishing ,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.681060606
1/28/2015,sweing,6,0.35,18.79,511.0,1800,23,0.0,0,0,32.0,0.437995338
2/17/2015,sweing,2,0.5,30.33,838.0,6720,0,0.0,0,1,56.0,0.361071429
1/7/2015,finishing ,4,0.8,3.94,,4440,0,0.0,0,0,18.0,0.827186544
